,weights_in
579,1.1835151360619822
580,0.29059825676631273
581,-1.0368185336608753
582,0.34020571693927953
583,-0.18445131927634792
584,-0.22184731621017792
585,-0.011007022509277526
586,0.25269769410353654
587,0.44364206345692025
588,0.3619829515348411
589,-0.20667454306654193
590,0.21233258756615403
591,-0.668390479457789
592,-0.1365200595171536
593,-0.4315561473461735
594,0.2401682746914144
595,-0.15597801731365474
596,0.6439707376352066
597,0.22786690234773901
598,0.07282630468982791
599,0.26909687828352763
600,0.08532400936780157
601,0.1922751504061169
602,0.22620307837233694
603,-0.8110004575803557
604,-0.21321234734587802
605,0.1921021330290442
606,-0.05936663125020332
607,0.28244107084645154
608,-0.030227341020492723
609,-0.281493627349932
610,-0.9060429866536976
611,-0.36574790362506776
612,0.1242785978125724
613,-0.45987748758181135
614,-1.0741474935910833
615,-0.09527261165331272
616,-0.20586657204050918
617,0.1445885791344752
618,-0.019729648988674357
619,0.06388892512266489
620,0.1844390307575778
621,-0.5792293269773717
622,-0.44040749956914427
623,-0.4661326194398302
624,-0.08262287754833054
625,-0.22980530823289913
626,0.3499066064576263
627,-0.18727747303373146
628,0.08688701191759454
629,0.5619175597270033
630,0.35471732827799546
631,0.36870682136705096
632,-0.1814405012530754
633,0.3958044461694437
634,-0.40523218971064423
635,0.369648209276358
636,0.2127653868116856
637,-0.4026205698596843
638,0.061018912486168975
639,0.17698117620529313
640,0.02281222739788266
641,-0.9141969582566497
642,-0.0003676327588033161
643,0.3841163610942367
644,0.07720311637742512
645,-0.19013406680868308
646,-0.4447874047428948
647,-0.22424577634228846
648,0.4508443337938205
649,-0.1589850839170147
650,0.23000765705527765
651,0.3184029572412791
652,-0.007625261289641743
653,-0.022453032547020614
654,-0.2904731984051159
655,0.3680406223355138
656,0.843266770314212
657,-0.3030041709040639
658,0.009426128069634715
659,0.4086064533567656
660,0.4201696450780479
661,-0.6299521909814734
662,0.3327798988573434
663,-0.2021195417696884
664,-0.2857553342577807
665,0.4389659627432315
666,0.8611118682514007
667,-0.49954095304752644
668,0.48872567194972555
669,0.01619194136953898
670,1.0133185488252756
671,0.4720446834617035
672,-0.049620904020538974
673,-0.009309878279029543
674,-0.41443865905952365
675,-0.2624908627568008
676,0.3590376426194774
677,0.16642220613887376
678,0.4929470188015617
679,-0.9282860959570323
680,-0.050658441510194586
681,-0.02396409467603655
682,0.05884348191851061
683,-0.1650263891756982
684,-0.11087979534838137
685,0.13820200178752814
686,-0.26126369530160637
687,0.3469238508127889
688,-0.34155500255946036
689,-0.019333193673520797
690,-0.19003366297795185
691,-0.2746788684131796
692,-0.03511827699992053
693,-0.23584698146309277
694,-0.0709967070617772
695,-0.17241234328413643
696,0.2367325780953703
697,-0.5870834421329588
698,0.011464455678430553
699,-0.40680307991364534
700,-0.3558142766228899
701,-0.7319290966300799
702,0.8129782190411002
703,-0.24417240564135975
704,0.2113769843736087
705,-0.3383397638230694
706,-0.12714165269136876
707,0.24380418062319828
708,0.10181032163595764
709,-0.05192402819446609
710,0.14488402956342078
711,0.9392515531515457
712,-0.8528671559613384
713,-0.12490214898058237
714,-0.12514153393255684
715,-0.3606215717279495
716,0.3375790216349051
717,1.1882427090801384
718,-0.2629194538781534
719,-0.12206534092413507
720,0.26698905496210523
721,0.47241770090259994
722,0.6208232972684833
723,-0.17161415972627156
724,0.26252422649803014
725,0.16105113255905634
726,-0.06465001178727994
727,0.8564807310514282
728,-0.11859974873302385
729,-0.631983438760976
730,0.23159184494099452
731,0.43179215350006833
732,0.045724335286194115
733,0.03404276651745253
734,-0.8414007535982828
735,0.09834937961836997
736,0.49546723512101865
737,0.018750675266840534
738,-0.020875622050421063
739,-0.3446285451496741
740,-0.07849783055452682
741,-0.45185097335195584
742,0.7611215007372307
743,0.023500977315016557
744,-0.40751566488637603
745,-0.14839873162345507
746,-0.7133497415311099
747,0.9433863375940503
748,0.07239654103215447
749,0.49584598280837955
750,0.5228068499375356
751,-0.2704235504459288
752,-0.3251060517793731
753,-0.15275992939423477
754,0.46919049769385085
755,0.6022499259426244
756,0.7332782175978694
757,-0.0865622179623547
758,-0.4838586424423828
759,1.1334106580217933
760,0.17007956384814182
761,0.11106865019929081
762,-0.8036423878152615
763,0.3370303948351504
764,0.5794020981102391
765,-0.005604778418676362
766,0.5266561231895363
767,0.5630226283962475
768,-0.09177157270516051
769,0.8517672469366144
770,-0.3514197989519655
771,-0.6430514283024246
772,-0.7082451728824198
773,-0.004454271326634745
774,-0.08870485917378626
775,-0.050933064735274695
776,0.15441759157037782
777,-0.13305627075190443
778,1.0103037264715178
779,-0.2661429699915772
780,0.21571657788640555
781,-0.10315889668849182
782,0.13414631649476935
783,-0.5673678978558215
784,-0.4256009799412863
785,-0.4957122852784227
786,-0.12307738194529104
787,0.544083163745554
788,0.31258689493658554
789,0.21661426169764397
790,0.05430944549572379
791,0.2428482308345127
792,-0.20065844436467936
793,-0.4665476511789176
794,-0.1326747947462833
795,-0.020067997799196866
796,0.5215710037973618
797,-0.5046509589794429
798,-0.44970572677576864
799,0.027746459890461254
800,0.33276006311199796
801,0.731737632602379
802,0.4052879409532481
803,0.6103760449422884
804,-0.11048242793814397
805,-0.4901760441178369
806,0.0875747714165501
807,-0.8083443900231572
808,0.3680060388644423
809,0.2578196820493995
810,-0.23364443174608765
811,0.1634337727491325
812,-0.0649644188812614
813,-0.39069995788040696
814,0.7565844720874977
815,-0.2026271648782661
816,-0.2708217285579751
817,0.1666997977249468
818,0.4446301213570491
819,-0.31063602936302304
820,0.8068176221401598
821,-0.2596766353996277
822,-0.3738495358611868
823,0.008934928001618988
824,-0.13043854780866085
825,-0.10735923243087296
826,-0.1762783342124998
827,0.4564177764960783
828,0.44354226332874236
829,0.213707410272028
830,-0.05348655351290376
831,-0.3022353269632615
832,-0.6782801987800026
833,0.11578431126002081
834,-0.16706200920068484
835,-0.7142744751241966
836,-0.06498876112901202
837,0.4461325276998414
838,0.16577405980080223
839,-0.0601375327485796
840,0.0618419159785642
841,0.3907614717454255
842,-0.6554016464174377
843,0.17148485889575887
844,-0.27000621336868125
845,0.4982906346063786
846,-0.43800501532822533
847,-0.2323451087096648
848,-0.33931943194616115
849,0.47040114441426767
850,0.10911650511560708
851,-0.28716884468863985
852,-0.2111672532612993
853,-0.024679387542305958
854,-0.3921130546190303
855,-0.08103322985756946
856,-0.6555603559650606
857,0.08473325234636807
858,0.07553682486035723
859,-0.50375875710708
860,-0.3660706055506251
861,-0.31480525362992423
862,-0.038420457481046104
863,0.11064628767630083
864,-0.6276467416397624
865,0.14761172135585007
866,-0.19337126982596842
867,0.3810825732905642
868,-0.19841130549342506
869,-0.5095473119089722
870,0.11302978571061606
871,-0.021673930470921626
872,-0.6910054594043374
873,-0.23203234758829175
874,0.43387847624787346
875,-0.9271176022819694
876,0.18469889599211273
877,-0.28101678582006967
878,-0.13213526578299387
879,-0.3072849930665646
880,0.8039547474199957
881,0.18521952613751305
882,0.28779009263218136
883,-0.003091616547255681
884,-0.40451375419536995
885,0.20416367189293078
886,0.5873570764607005
887,-0.5172347447314928
888,0.2273120487809684
889,-0.059073997966714684
890,-0.03766321142349333
891,-0.47468733808385133
892,0.24008087750150897
893,-0.321638050812776
894,-0.05411725294952978
895,-0.12237376235506577
896,-0.6875343215811975
897,-0.49107085966655095
898,0.8284060736144566
899,-0.24896924520539776
900,0.2153178359223699
901,0.20744250676288808
902,0.15855685315416296
903,0.7517630518021686
904,0.33156257403741246
905,0.5087027814632313
906,-0.22917042538905527
907,0.17051391938757382
908,-0.2576985998679865
909,-0.5757750901997154
910,0.6809712372219029
911,-0.19345898087027286
912,-0.16529227103335697
913,-0.5387273755247098
914,0.299536351613963
915,0.18322485352602214
916,-0.1119183825552349
917,-0.020045863442663833
918,-0.4923160831624646
919,-0.3869392042587108
920,-0.1145032655269493
921,-0.2889534282092577
922,-0.6027969431960939
923,-0.05887146640203977
924,0.37549411769189156
925,0.07791059812198857
926,0.2012811818131216
927,-0.44735048569725444
928,-0.0804940099151687
929,-0.5355330586581339
930,0.12075055992788616
931,0.015256049402402551
932,0.31787932484460113
933,0.35350615097892757
934,-0.16043443660729576
935,0.43997965478268025
936,-0.3540416505047759
937,-0.3149348916508601
938,0.012364968702469727
939,-0.5417948431880152
940,0.4589536111278999
941,0.04188920891976089
942,-0.32342959918339687
943,-0.13902810606356303
944,0.27055118973896164
945,0.7527649659473586
946,-0.06207863006342123
947,-0.016068242811418533
948,-0.4436902564848132
949,-0.17312150254223335
950,0.1715277893090792
951,-0.5047370593413725
952,0.30105913931949546
953,-0.39403748721390447
954,0.16302515360964656
955,0.21716366247416213
956,-0.24591736991570087
957,-0.18828125062062745
958,0.40478295849579526
959,0.0963429519421655
960,-0.21694519461025163
961,-0.47691020463714956
962,-0.29830607515667434
963,-0.13347668047646707
964,-0.17533496682228308
965,0.18039385543469305
966,0.4410813096368101
967,0.7172027138885292
968,-0.12229824694823237
969,-0.1969011473215082
970,0.2788753936235171
971,-0.11919628319067499
972,-0.17855391031003295
973,-0.7596549160082873
974,-0.14996665099289724
975,0.22601317827368925
976,-0.3458204250592465
977,-0.13209427575626062
978,-0.21152135022844076
979,0.09423968077063324
980,0.29659908071499014
981,0.11350063474017627
982,-0.5379511004109866
983,0.3438826329830586
984,0.44489339634856767
985,-0.25451716595863133
986,0.3287022054240798
987,0.07568905353788954
988,-0.6410420089592591
989,-0.2953002068107395
990,-0.7723527435245736
991,0.5189209100580411
992,0.06725260808233853
993,-0.07752545519940894
994,0.48919642439741334
995,-0.2767720711975953
996,0.0399956009335647
997,0.04249912286183864
998,-0.37354600698769297
999,0.028453956597029782
1000,0.1646331118816294
1001,-0.5436646601326363
1002,-0.04421623950228154
1003,-0.08434037876562947
1004,0.3341436878534125
1005,-0.3005026548285775
1006,0.2579458974338082
1007,0.0765905047772717
1008,0.5016450817882834
1009,0.39755445702948494
1010,0.027378012734099556
1011,-0.3737221908684347
1012,0.5787878662623033
1013,0.2565453449106697
1014,0.20957823521836041
1015,0.5945328046080813
1016,0.08281783904127349
1017,0.43933170783876
1018,0.022930481984782352
1019,-0.25472736237812693
1020,0.01021251275993423
1021,-0.4279527622011795
1022,0.017543308076673994
1023,0.05760222775290397
1024,0.6729261113081164
1025,-0.2270323613373124
1026,-0.04433809888333687
1027,-0.11401287814327545
1028,0.4688511209332033
1029,0.08492735492207243
1030,0.9753227091656624
1031,0.4272439881111507
1032,0.18613352610304154
1033,0.32381921696013777
1034,-0.5799224156219611
1035,0.5593222857743546
1036,0.5333442270345146
1037,-0.12314624744896767
1038,-0.285923674723868
1039,0.22226879819958792
1040,-0.3671235634584636
1041,-0.4418675765766754
1042,-0.028470915482833162
1043,0.09751501218556122
1044,0.5204442369591499
1045,0.5563415137849965
1046,0.2481207955761296
1047,0.14534694172728874
1048,0.11247583312460341
1049,-0.11421731350776468
1050,0.30982354230468506
1051,0.31201020883352365
1052,0.2215154606394888
1053,-0.9216335495910882
1054,0.2197896678688776
1055,-0.05411804576506333
1056,-0.6140695100544624
1057,-0.06794641070192543
1058,0.2704356871107711
1059,0.1922398852110408
1060,-0.7657954089209095
1061,0.35794003046945255
1062,-0.055116895427730704
1063,0.1307866852870212
1064,0.580509064684011
1065,0.2017666499046141
1066,0.2032276120429863
1067,0.06473638647096017
1068,-0.886800071747213
1069,0.18849176547753674
1070,-0.36384774057492564
1071,-0.6636551896536771
1072,-0.0016695393576062268
1073,-0.19304019175823373
1074,0.2829755226294213
1075,0.42383652867064786
1076,0.026367053962431337
1077,0.2614838320561046
1078,-0.10989242998638711
1079,-0.11229066634563362
1080,0.23469213966062819
1081,0.010209842949998318
1082,0.36000617232273086
1083,0.0797301424744292
1084,0.5222026394929804
1085,-0.4903082388268719
1086,0.6878519852761757
1087,0.011164260496265952
1088,-0.29272058413159413
1089,0.5915123617269041
1090,0.413784164950943
1091,0.05182703404070099
1092,-0.11255602870905276
1093,0.18643486558680405
1094,-0.4845641272478942
1095,0.5267631151909993
1096,-0.1218301024103307
1097,-0.3449193295524746
1098,-0.07310256521503924
1099,-0.1151706375853525
1100,0.5231912337821953
1101,0.021766443036776797
1102,-0.2579533442090015
1103,0.04012489987539926
1104,-0.25309350814782383
1105,0.07064762910034499
1106,-0.10355136392998328
1107,-0.1699065514003761
1108,-0.22341540325929773
1109,-0.14334505262862254
1110,-0.1782731835984982
1111,0.834256165031587
1112,0.1539761216304256
1113,-0.3026632826102887
1114,-0.32156427888788697
1115,-0.7510502282608639
1116,0.41336403248249576
1117,-0.23512455373534621
1118,0.005441071583291789
1119,-0.5531805281222048
1120,0.07332387176945789
1121,-0.25777702576893363
1122,-0.10857462405533383
1123,-0.33445482078226707
1124,-0.11797400582329791
1125,-0.2916267409654982
1126,-0.13025551060053064
1127,0.23147412207164444
1128,-0.5902308215706634
1129,-0.12719104434170317
1130,-0.1535342208325046
1131,0.07307750072167306
1132,-0.6595703328651948
1133,-0.0293738876561513
1134,-0.008247233570868158
1135,0.032454280370804764
1136,0.12101939329973617
1137,-0.2726822736296542
1138,0.3790612920500588
1139,0.007879629241156653
1140,0.34628976681179435
1141,-0.0012796447329873387
1142,-0.6224575633243633
1143,-0.3868473284926463
1144,-0.013864179141842082
1145,0.12560487035406298
1146,0.30509644986226775
1147,0.1747817519173562
1148,-0.4183967657152947
1149,0.7329966072492753
1150,0.6878505171476114
1151,0.0007299746185535633
1152,-0.48817556004407653
1153,0.6591420920044138
1154,0.10979326441773221
1155,0.44255702750842124
1156,-0.30941844939887925
1157,0.0019076924589241445
1158,0.4132142744389852
1159,-0.44110843308003483
1160,-0.8769074696089086
1161,-0.0028007069493348464
1162,0.09399454338509994
1163,-0.010902282971495125
1164,0.14946549867579245
1165,-0.3306417197282897
1166,0.6712194412366017
1167,-0.43314157830863725
1168,-0.3857504127914331
1169,-0.5117786058095246
1170,0.09889283384312181
1171,-0.18926828963209633
1172,-0.31048015690422587
1173,-0.2113407849479395
1174,0.13621727864390043
1175,0.2570328762040979
1176,0.1689148992401928
1177,0.11723907823542064
1178,-0.019789792058618794
1179,-0.061409530678526204
1180,0.29446954699913647
1181,0.9645872913413517
1182,-0.34494625775517873
1183,0.31891020561384015
1184,0.2787731128988793
1185,0.2027437319616624
1186,0.03276726136636845
1187,0.5156133688237806
1188,-0.2538507201091854
1189,-0.2343830762519073
1190,0.456936899729202
1191,0.8335255557354774
1192,-0.5054551723493946
1193,-1.2369762092962833
1194,0.3115289459002696
1195,0.5422470928018304
1196,-0.5656658881838932
1197,-0.012961363851118188
