,rct,tsi,stfi,caliper,moisture,basis,cull,grade_CM020230,grade_CM020330,grade_CM020410,grade_NL050310,grade_NL050350,grade_NL050420,grade_CM020230,grade_CM020330,grade_CM020410,grade_NL050310,grade_NL050350,grade_NL050420,prediction
415,72.0,4.775,18.2803,9.4849,6.6394,34.3702,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.11056956151005
416,75.0,4.6892,15.9658,9.5702,5.5522,34.3718,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.48755067263956
417,71.0,4.9067,18.8643,9.3996,6.3183,34.3718,69.5,0,0,0,0,1,0,0,0,0,0,1,0,74.83392507247008
418,74.0,4.7733,19.8465,9.1568,6.2554,34.3721,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.86166691557219
419,74.0,4.545,19.1479,9.0387,6.2783,34.3752,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.0361524716767
420,70.0,4.4258,17.1455,9.6982,6.4888,34.3752,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.70961584752426
421,72.0,4.495,17.209,9.3471,6.4787,34.3803,69.5,0,0,0,0,1,0,0,0,0,0,1,0,69.69421201271504
422,72.0,4.7825,18.1565,9.1864,5.8432,34.382,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.21127994788753
423,73.0,4.8183,18.1362,9.1896,6.2299,34.382,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.7548920458229
424,73.0,4.7433,18.126,9.1142,6.4617,34.382,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.39082909274508
425,72.0,4.63,18.7859,9.603,6.0615,34.3905,69.5,0,0,0,0,1,0,0,0,0,0,1,0,74.29148841618483
426,66.0,4.6982,17.7623,9.2985,6.332,34.3907,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.86098932728164
427,69.0,4.5533,18.3721,10.9383,7.9761,34.3922,65.5,0,1,0,0,0,0,0,1,0,0,0,0,70.22532209655111
428,71.0,4.7767,16.3716,9.5637,6.1908,34.3939,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.43346382244334
429,72.0,4.5858,17.3474,9.5571,6.1258,34.3981,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.24935606654168
430,75.0,4.6475,18.5206,9.5079,6.3826,34.3991,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.13682882206649
431,72.0,4.6409,17.4204,9.3128,6.045,34.4048,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.75524704391475
432,71.0,4.645,18.8331,9.2749,6.4614,34.4048,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.18864051728954
433,72.0,4.4483,14.9397,9.3701,6.337,34.4059,69.5,0,0,0,0,1,0,0,0,0,0,1,0,67.21858155285166
434,72.0,4.6025,18.9015,9.2421,6.2944,34.4076,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.1558575857976
435,72.0,4.6375,18.5116,9.1437,6.7048,34.4093,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.64122542682338
436,72.0,4.6408,18.3767,9.5899,6.3667,34.411,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.35851457011272
437,72.0,4.4042,16.5364,9.3996,6.4513,34.4144,69.5,0,0,0,0,1,0,0,0,0,0,1,0,68.60884970190317
438,71.0,4.6617,17.308,9.2651,6.1209,34.4149,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.41996240713276
439,71.0,4.7973,17.9222,9.4023,6.5754,34.4168,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.70009594279458
440,70.0,4.0075,17.3126,10.8399,8.1695,34.4196,65.5,0,1,0,0,0,0,0,1,0,0,0,0,64.4712797764919
441,73.0,4.5933,17.7331,9.3307,6.1575,34.4223,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.62120801869813
442,72.0,4.6873,18.794,9.549,5.8426,34.4261,69.5,0,0,0,0,1,0,0,0,0,0,1,0,74.82638847734687
443,75.0,4.6408,16.8865,9.3307,6.0667,34.4264,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.24566699040702
444,74.0,4.67,18.3608,9.5177,6.3,34.4298,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.37397490194685
445,71.0,4.2983,17.5054,9.5341,6.526,34.4315,69.5,0,0,0,0,1,0,0,0,0,0,1,0,69.31891245154415
446,77.0,4.885,18.3066,9.2028,6.4735,34.4366,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.98391265115485
447,72.0,4.7067,17.5806,9.4029,6.3451,34.441,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.23120522969427
448,71.0,4.6267,15.559,9.2421,6.2304,34.4486,69.5,0,0,0,0,1,0,0,0,0,0,1,0,68.90958001121899
449,71.0,4.6492,17.796,9.3635,6.2523,34.4486,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.06421218936401
450,71.0,4.4508,17.6871,9.2257,6.495,34.4503,69.5,0,0,0,0,1,0,0,0,0,0,1,0,69.31259493207455
451,73.0,4.6833,17.1839,9.3701,6.0468,34.452,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.09988510686483
452,74.0,4.7067,18.5165,9.4357,6.2522,34.4537,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.52169088735451
453,72.0,4.6342,18.5684,9.2257,6.2778,34.4537,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.04603906244871
454,72.0,4.455,19.1075,9.3242,6.4166,34.4571,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.4414711734386
455,72.0,4.6327,19.0468,9.481,6.2681,34.4652,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.69570828655921
456,71.0,4.6191,14.7192,9.2448,6.1094,34.4687,69.5,0,0,0,0,1,0,0,0,0,0,1,0,68.15879936726022
458,71.0,4.3883,15.8513,9.3143,6.4428,34.4726,69.5,0,0,0,0,1,0,0,0,0,0,1,0,67.3688637118999
459,69.0,4.59,17.4441,9.206,6.4728,34.4875,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.07216980445804
460,67.0,4.34,17.638,9.4718,6.5464,34.4912,69.5,0,0,0,0,1,0,0,0,0,0,1,0,69.49023310453714
461,71.0,4.5142,16.8466,9.4095,6.3968,34.4929,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.01115533343359
462,71.0,4.3942,17.0807,9.2553,6.4287,34.4964,69.5,0,0,0,0,1,0,0,0,0,0,1,0,68.56102462471239
463,71.0,4.5908,15.9372,9.4324,6.2945,34.4998,69.5,0,0,0,0,1,0,0,0,0,0,1,0,69.89111558020849
464,71.0,4.5875,17.6599,9.3635,6.377,34.4998,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.25648500389309
465,71.0,4.6433,17.2796,9.4751,6.1524,34.5006,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.23883106493035
466,64.0,4.425,16.7637,9.5538,7.6702,34.5006,69.5,0,0,0,0,1,0,0,0,0,0,1,0,66.75648331840615
467,74.0,4.6383,18.5979,9.5997,6.0191,34.5015,69.5,0,0,0,0,1,0,0,0,0,0,1,0,74.3136176069998
468,71.0,4.4058,17.8683,9.4193,6.1515,34.5032,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.87517136488685
469,71.0,4.5833,18.1105,9.0223,6.2346,34.5032,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.37934078534518
470,72.0,4.6767,17.3592,9.2717,6.3698,34.5032,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.16244185862566
471,72.0,4.6625,19.0992,9.3996,6.1709,34.5061,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.80120623627047
472,73.0,4.575,17.2746,9.2356,6.2977,34.5066,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.32739593317262
473,69.0,4.6025,16.1425,9.6686,6.2992,34.5066,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.29371155503131
474,70.0,4.6767,19.0806,9.5276,6.3673,34.5066,69.5,0,0,0,0,1,0,0,0,0,0,1,0,74.07624279345033
475,73.0,5.0108,19.295,9.6096,6.0563,34.5083,69.5,0,0,0,0,1,0,0,0,0,0,1,0,77.31095823931614
476,73.0,4.7258,19.1015,9.1207,6.1041,34.5117,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.0828045427036
477,73.0,4.5475,16.8498,9.5997,6.2095,34.5117,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.55834172429896
478,72.0,4.8858,18.8229,9.6358,6.2279,34.5134,69.5,0,0,0,0,1,0,0,0,0,0,1,0,75.97012330028902
479,70.0,4.9508,17.7158,9.3242,6.3352,34.5151,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.73580082979542
480,70.0,4.4633,18.038,9.5965,6.8718,34.5154,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.65489356730168
481,71.0,4.9242,15.9481,9.5669,6.2193,34.5168,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.00728596185951
482,75.0,4.675,18.7326,9.731,6.5534,34.5173,69.5,0,0,0,0,1,0,0,0,0,0,1,0,74.24949823885821
483,70.0,4.4475,17.552,9.7014,5.9995,34.5185,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.43032552399244
484,71.0,4.6408,17.7013,9.1634,6.1396,34.5203,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.24772867242898
485,69.0,4.3067,16.8241,9.311,6.3071,34.5203,69.5,0,0,0,0,1,0,0,0,0,0,1,0,68.17765387260481
486,74.0,4.465,16.3049,9.2257,6.502,34.5203,69.5,0,0,0,0,1,0,0,0,0,0,1,0,67.93390170428137
487,71.0,4.5925,19.3814,9.2717,6.6697,34.5203,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.94868474970525
488,73.0,4.5225,17.8186,9.2126,5.9238,34.521,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.17798824096377
489,71.0,4.6033,17.5802,9.5669,6.3057,34.5288,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.39974682201849
490,71.0,4.3442,18.4863,9.206,6.465,34.5305,69.5,0,0,0,0,1,0,0,0,0,0,1,0,69.37196212732132
491,73.0,4.455,18.4993,9.334,6.1974,34.5322,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.41212738164185
492,72.0,4.5455,15.1891,9.4273,6.3321,34.5322,69.5,0,0,0,0,1,0,0,0,0,0,1,0,68.60738176690631
493,72.0,4.3058,15.438,9.5243,6.5686,34.5339,69.5,0,0,0,0,1,0,0,0,0,0,1,0,67.00892462022217
494,72.0,4.6375,16.4785,9.6621,6.1663,34.5341,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.18010411998578
495,73.0,4.5067,16.0996,9.1962,6.9648,34.5441,69.5,0,0,0,0,1,0,0,0,0,0,1,0,66.76398951462723
496,72.0,4.4767,18.5725,9.649,6.5187,34.5445,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.39780751323266
497,71.0,4.3617,16.592,9.5932,6.3751,34.5452,69.5,0,0,0,0,1,0,0,0,0,0,1,0,69.53331445241987
498,72.0,4.6592,16.8405,9.6457,6.3797,34.5459,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.2262333846601
499,73.0,4.5217,17.9485,9.544,6.5829,34.5465,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.48445851535226
500,70.0,4.4033,17.1748,9.6391,6.3335,34.5476,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.7849979590965
501,73.0,4.5975,18.3402,9.3406,6.3846,34.5527,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.94539467503863
502,70.0,4.745,18.03,9.6949,5.8764,34.5561,69.5,0,0,0,0,1,0,0,0,0,0,1,0,75.15994966640284
503,70.0,4.7158,17.4161,9.6161,6.0207,34.5612,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.79880381935014
504,74.0,4.7958,19.1815,9.5177,6.2526,34.5639,69.5,0,0,0,0,1,0,0,0,0,0,1,0,75.19153028210569
505,72.0,4.4633,17.6119,9.6949,6.2603,34.568,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.1113101184621
506,73.0,4.535,18.0846,9.6818,6.0447,34.5698,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.4625615951847
507,71.0,4.6175,15.6234,9.79,6.2129,34.5698,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.57826144698754
508,73.0,4.6708,19.1791,9.0748,6.7763,34.5715,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.1790280752401
509,77.0,5.2042,20.0646,9.5374,6.1744,34.5732,69.5,0,0,0,0,1,0,0,0,0,0,1,0,78.61821467069322
510,71.0,4.6458,18.3713,9.5505,6.697,34.5732,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.60728317106094
511,76.0,4.8036,17.5763,9.3737,6.5595,34.5834,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.41355637103888
512,76.0,4.8725,18.2934,9.6129,6.5119,34.5851,69.5,0,0,0,0,1,0,0,0,0,0,1,0,74.8020940867038
513,73.0,4.7525,18.0421,9.5735,6.2397,34.5919,69.5,0,0,0,0,1,0,0,0,0,0,1,0,74.11640344170775
514,74.0,4.8417,19.2262,9.5112,6.356,34.5936,69.5,0,0,0,0,1,0,0,0,0,0,1,0,75.33543195397435
515,73.0,4.7608,17.9843,9.1437,6.3896,34.5936,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.82526271050864
516,70.0,4.4233,17.6756,9.4029,6.1622,34.5955,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.78001489522848
517,69.0,4.5833,17.1085,9.3602,6.2583,34.5971,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.95323617333692
518,70.0,4.2742,16.7083,9.2421,6.6572,34.5971,69.5,0,0,0,0,1,0,0,0,0,0,1,0,66.68807293946972
519,70.0,4.5708,18.5469,9.2913,6.295,34.5988,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.95464698013205
520,73.0,4.4208,19.3391,9.334,6.1489,34.6005,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.1184512658194
522,74.0,4.5192,17.2161,9.5604,6.1639,34.6022,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.72807300920952
523,70.0,4.5075,17.8458,9.393,6.0972,34.6104,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.67092807201809
524,71.0,4.365,16.6336,9.4259,6.4102,34.6175,69.5,0,0,0,0,1,0,0,0,0,0,1,0,68.797280824387
525,71.0,4.4908,17.7167,9.4226,6.1779,34.6179,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.39736713680706
526,74.0,4.77,18.6815,9.5341,6.5838,34.6192,69.5,0,0,0,0,1,0,0,0,0,0,1,0,74.00431257633223
527,71.0,4.485,19.5253,9.6949,6.5233,34.6216,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.60912364192933
528,72.0,4.6282,16.8119,9.66,6.0864,34.6305,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.69221097285646
529,70.0,4.4733,18.3542,9.2356,6.3253,34.6312,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.74672399767336
530,73.0,4.8417,17.624,9.311,6.4454,34.6312,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.71374971386578
531,72.0,4.7764,17.2332,9.4273,6.0027,34.6365,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.26405466879001
532,72.0,4.4683,18.3643,9.4324,6.3696,34.6365,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.54642098894088
533,72.0,4.5208,17.9507,9.685,6.3324,34.638,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.73787293439456
534,72.0,4.48,18.1184,9.6818,6.1658,34.6383,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.92782868244409
535,71.0,4.4867,17.8312,9.3143,6.4488,34.6421,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.4115275927292
536,74.0,4.4058,17.3687,9.7572,6.2456,34.6431,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.79478128184287
537,71.0,4.6133,18.3228,9.7572,6.2906,34.6431,69.5,0,0,0,0,1,0,0,0,0,0,1,0,74.16967289304685
538,76.0,4.8375,20.9856,9.1896,6.2398,34.6449,69.5,0,0,0,0,1,0,0,0,0,0,1,0,75.61165469777512
539,71.0,4.4858,18.4976,9.6686,6.3088,34.6449,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.00472608354177
540,63.0,4.6483,16.644,8.4875,6.8504,34.6449,59.5,0,0,0,1,0,0,0,0,0,1,0,0,63.195269224355904
541,67.0,3.645,15.686,9.9934,7.2153,34.6458,65.5,0,1,0,0,0,0,0,1,0,0,0,0,59.26231053887895
542,71.0,4.5608,17.2662,9.3832,6.3014,34.6466,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.01350428359302
543,72.0,4.6158,18.7578,9.2684,6.3256,34.6476,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.3507593926801
544,73.0,4.5,15.451,9.708,5.5939,34.65,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.38568456832151
545,72.0,4.5208,16.809,9.5144,6.2287,34.6568,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.00123113010744
546,71.0,4.2433,16.6652,9.7244,6.4779,34.657,69.5,0,0,0,0,1,0,0,0,0,0,1,0,69.148565435179
547,71.0,4.6933,19.1495,9.3077,6.785,34.6585,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.45373041097588
548,70.0,4.2367,17.4826,9.4948,6.1176,34.6588,69.5,0,0,0,0,1,0,0,0,0,0,1,0,69.72377147152339
549,73.0,4.7508,18.3826,9.79,6.259,34.6619,69.5,0,0,0,0,1,0,0,0,0,0,1,0,75.38428880061076
550,71.0,4.8225,17.5006,9.1371,6.2822,34.6636,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.99024934051825
551,72.0,4.3375,18.1029,9.7179,6.3058,34.6644,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.74310524012742
552,71.0,4.5508,17.7859,9.2913,6.0518,34.6653,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.58057016508786
553,72.0,4.5892,18.1284,9.6293,6.3496,34.6653,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.148740600025
554,72.0,4.6717,19.0202,9.1831,6.5837,34.6687,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.06077967448599
555,73.0,4.5408,17.3333,9.3799,6.3555,34.6705,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.82440374465348
556,72.0,4.6017,16.4442,9.6686,6.2275,34.6807,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.9053734628208
557,71.0,4.5342,17.8551,9.311,6.2642,34.6858,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.21050320251908
558,73.0,4.635,18.7382,9.2618,6.3095,34.6905,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.5023729793565
559,73.0,4.7358,18.6849,9.5833,6.5027,34.6909,69.5,0,0,0,0,1,0,0,0,0,0,1,0,74.21913051963142
560,72.0,4.2717,15.4908,9.3438,6.3415,34.6926,69.5,0,0,0,0,1,0,0,0,0,0,1,0,66.62325548777306
561,70.0,4.5742,14.4982,9.6621,5.739,34.694,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.404132620222
562,74.0,4.7717,18.0376,9.2421,6.1551,34.6961,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.96818000864994
563,74.0,4.548,18.7499,9.2323,6.6177,34.6961,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.07338638749123
564,71.0,4.6758,18.0609,9.311,6.2456,34.6998,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.48111378813522
565,71.0,4.5817,17.5273,9.3898,6.0997,34.7029,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.92608545479828
566,71.0,4.532,16.5947,9.2441,6.1269,34.7042,69.5,0,0,0,0,1,0,0,0,0,0,1,0,69.82988549000747
567,75.0,4.6027,17.1295,9.5634,6.6347,34.7063,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.30497810402369
568,79.0,5.1258,18.3518,9.5866,5.9903,34.7114,69.5,0,0,0,0,1,0,0,0,0,0,1,0,77.31111599225449
569,76.0,4.7133,17.9534,9.439,6.074,34.7114,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.55386177118203
570,71.0,4.6158,17.6039,9.4488,6.1888,34.7131,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.35170045548433
571,71.0,4.4383,17.9596,9.649,6.287,34.7131,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.1312723657003
572,75.0,4.6418,18.5383,9.5061,6.2379,34.7147,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.634556654964
573,70.0,4.6392,16.8474,9.5177,6.6802,34.7165,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.95179956520899
574,73.0,4.4827,17.8015,9.3701,6.0389,34.7184,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.53517171811762
575,71.0,4.5192,18.7181,9.6293,5.9756,34.7221,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.96133118794205
576,70.0,4.3809,16.725,9.6421,6.1061,34.724,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.76495524183645
577,71.0,4.3925,17.9144,9.6522,6.1636,34.7251,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.01887055202769
578,70.0,4.5645,18.0987,9.3808,6.2185,34.7258,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.12916727264042
579,70.0,4.5225,17.2026,9.3077,6.415,34.7302,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.11970548864055
580,74.0,4.5608,17.7035,9.2782,6.1429,34.7336,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.3782166718759
581,70.0,4.5692,18.2191,9.3012,6.3412,34.7353,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.66631816662478
582,73.0,4.6467,18.4214,9.4062,6.4577,34.7353,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.66436961487184
583,72.0,4.3033,17.2661,9.4619,6.2865,34.737,69.5,0,0,0,0,1,0,0,0,0,0,1,0,69.5546422793288
584,71.0,4.7408,18.499,9.649,6.3548,34.7473,69.5,0,0,0,0,1,0,0,0,0,0,1,0,74.70751487181151
585,72.0,4.5008,15.8316,9.8228,6.4983,34.749,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.6321275984112
586,72.0,4.2308,17.1703,9.4849,6.7718,34.749,69.5,0,0,0,0,1,0,0,0,0,0,1,0,67.84134433868019
587,73.0,4.6017,19.4892,9.4095,6.0831,34.7507,69.5,0,0,0,0,1,0,0,0,0,0,1,0,74.12325666604296
588,73.0,4.8033,17.3145,9.3832,6.1823,34.7541,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.0874268736484
589,69.0,4.4608,18.1575,9.1175,6.6213,34.7575,69.5,0,0,0,0,1,0,0,0,0,0,1,0,69.30370320196593
590,71.0,4.6275,18.4869,9.2979,6.3567,34.7592,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.32373213602162
591,71.0,4.8292,20.3506,9.1995,6.3583,34.7612,69.5,0,0,0,0,1,0,0,0,0,0,1,0,74.9564479142217
592,73.0,4.6645,19.6354,9.388,6.7048,34.7612,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.34186609368267
593,72.0,4.43,17.1836,9.603,6.0891,34.7643,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.50541761355036
594,63.0,4.4567,17.5855,8.5532,6.2618,34.7643,59.5,0,0,0,1,0,0,0,0,0,1,0,0,64.58559106651495
595,70.0,4.51,16.8119,9.7423,5.8532,34.7668,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.73428766173947
596,76.0,4.6282,19.2707,9.2627,6.4323,34.7718,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.77620009006289
597,71.0,4.6736,18.397,9.3128,6.2961,34.778,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.76814742749816
598,77.0,4.6075,19.5065,9.1798,6.9277,34.778,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.3299262689187
599,73.0,4.3267,17.7693,9.2749,6.4547,34.7831,69.5,0,0,0,0,1,0,0,0,0,0,1,0,69.03707014389954
600,72.0,4.5375,17.3092,9.3668,6.1694,34.7865,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.19734106179513
601,71.0,4.6618,17.87,9.4095,6.5091,34.7873,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.15375507162186
602,74.0,4.5042,15.8831,9.334,5.9389,34.7899,69.5,0,0,0,0,1,0,0,0,0,0,1,0,69.71005591956366
603,67.0,4.4925,18.17,9.8097,6.8091,34.7899,65.5,0,1,0,0,0,0,0,1,0,0,0,0,68.6219942445689
604,73.0,4.6342,18.7596,9.2848,6.5841,34.7916,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.10804112457309
605,73.0,4.87,17.9988,9.4703,5.9795,34.7929,69.5,0,0,0,0,1,0,0,0,0,0,1,0,74.98992345372592
606,73.0,4.4967,17.0713,9.334,6.379,34.7944,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.04165309971448
607,73.0,4.4808,17.0364,9.4455,6.5545,34.7951,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.00721652137196
608,72.0,4.525,17.2606,9.5144,6.6675,34.7966,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.6359049676659
609,71.0,4.4818,17.2223,9.8497,6.6677,34.7985,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.78786825563652
610,73.0,4.5583,18.9894,9.3602,6.8962,34.7985,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.39590021561268
611,69.0,4.4783,18.9913,9.3537,6.3456,34.8019,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.05271047768227
612,71.0,4.2275,18.4814,9.836,6.5474,34.8087,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.34890043994923
613,72.0,4.6318,18.0527,9.3307,6.2627,34.8115,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.30493240753918
614,71.0,4.7825,17.5745,9.708,6.0086,34.8121,69.5,0,0,0,0,1,0,0,0,0,0,1,0,75.00358703855586
615,71.0,4.8217,17.5601,9.8425,6.3376,34.8155,69.5,0,0,0,0,1,0,0,0,0,0,1,0,75.24288119448987
616,71.0,4.4025,18.5492,9.3537,6.4165,34.8207,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.9092513194028
617,70.0,4.4736,17.9019,9.3343,6.303,34.8208,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.9426118454468
618,71.0,4.5642,17.0236,9.6194,5.8386,34.8227,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.86911810292195
619,72.0,4.4492,17.0977,9.3898,6.405,34.8275,69.5,0,0,0,0,1,0,0,0,0,0,1,0,69.94663991832506
620,73.0,4.5625,18.6946,9.685,6.236,34.8283,69.5,0,0,0,0,1,0,0,0,0,0,1,0,74.0993896158804
621,62.0,4.32,15.6463,8.54,6.347,34.8309,59.5,0,0,0,1,0,0,0,0,0,1,0,0,61.27539454855328
622,73.0,4.53,18.0798,9.6063,6.2044,34.8343,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.99254091146575
623,76.0,4.7417,20.1828,9.5833,6.395,34.8357,69.5,0,0,0,0,1,0,0,0,0,0,1,0,75.92458351612123
624,73.0,4.3342,17.5253,9.2651,6.3352,34.836,69.5,0,0,0,0,1,0,0,0,0,0,1,0,69.10662653689496
625,72.0,4.8125,18.4982,9.8392,5.9438,34.8376,69.5,0,0,0,0,1,0,0,0,0,0,1,0,76.72758570384518
