,rct,tsi,stfi,caliper,moisture,basis,cull,grade_CM020230,grade_CM020330,grade_CM020410,grade_NL050310,grade_NL050350,grade_NL050420,grade_CM020230,grade_CM020330,grade_CM020410,grade_NL050310,grade_NL050350,grade_NL050420,prediction
202,62.0,4.5925,14.6138,8.5236,6.3724,32.3731,59.5,0,0,0,1,0,0,0,0,0,1,0,0,60.09702480612646
203,60.0,4.49,14.0732,8.7959,5.7315,32.3742,59.5,0,0,0,1,0,0,0,0,0,1,0,0,61.54035502569825
204,62.0,4.4883,15.4426,8.586,6.6141,32.3765,59.5,0,0,0,1,0,0,0,0,0,1,0,0,59.93463598589762
205,64.0,4.6033,17.1827,8.727,6.531,32.397,59.5,0,0,0,1,0,0,0,0,0,1,0,0,63.54263908881057
206,62.0,4.4425,14.4874,8.8156,6.357,32.4089,59.5,0,0,0,1,0,0,0,0,0,1,0,0,60.252451705335716
207,67.0,4.695,17.0978,9.1175,6.189,32.4158,59.5,0,0,0,1,0,0,0,0,0,1,0,0,66.76833747411355
208,62.0,4.515,16.6427,8.8287,6.6914,32.4294,59.5,0,0,0,1,0,0,0,0,0,1,0,0,62.43436907386304
209,62.0,4.5825,16.9028,9.0748,6.3996,32.4618,59.5,0,0,0,1,0,0,0,0,0,1,0,0,65.10707107771351
210,64.0,4.51,17.2602,8.5236,6.597,32.4635,59.5,0,0,0,1,0,0,0,0,0,1,0,0,61.88210420890652
211,61.0,4.5125,14.704,8.5335,7.2,32.4772,59.5,0,0,0,1,0,0,0,0,0,1,0,0,57.92389765622343
212,63.0,4.5958,15.2978,8.9665,6.4536,32.496,59.5,0,0,0,1,0,0,0,0,0,1,0,0,62.82348486014668
213,61.0,4.5342,14.9561,8.4974,6.7738,32.5175,59.5,0,0,0,1,0,0,0,0,0,1,0,0,59.10421049261882
214,68.0,4.7392,16.1171,8.9731,6.248,32.5335,59.5,0,0,0,1,0,0,0,0,0,1,0,0,65.30375393966999
215,63.0,4.35,16.4332,8.7664,7.3091,32.5335,59.5,0,0,0,1,0,0,0,0,0,1,0,0,59.37079324052564
216,63.0,4.5092,16.5127,8.6155,6.2349,32.5369,59.5,0,0,0,1,0,0,0,0,0,1,0,0,62.405174876289976
217,63.0,4.4275,16.4577,8.6877,6.7906,32.5386,59.5,0,0,0,1,0,0,0,0,0,1,0,0,60.76795889554441
218,61.0,4.4825,16.0712,8.5138,6.816,32.5608,59.5,0,0,0,1,0,0,0,0,0,1,0,0,59.92086053105904
219,65.0,4.5192,16.3417,8.6877,6.6951,32.5796,59.5,0,0,0,1,0,0,0,0,0,1,0,0,61.58127503402826
220,61.0,4.5958,15.5643,8.6483,6.6761,32.6035,59.5,0,0,0,1,0,0,0,0,0,1,0,0,61.18652101989342
221,61.0,4.7083,17.0144,8.6188,6.5587,32.6274,59.5,0,0,0,1,0,0,0,0,0,1,0,0,63.72889500273554
222,61.0,4.4417,16.1364,8.586,6.8954,32.6325,59.5,0,0,0,1,0,0,0,0,0,1,0,0,59.89260879641297
224,63.0,4.5208,17.0621,8.6024,6.5933,32.6547,59.5,0,0,0,1,0,0,0,0,0,1,0,0,62.27409447482153
225,63.0,4.5317,17.4616,8.586,6.6524,32.6572,59.5,0,0,0,1,0,0,0,0,0,1,0,0,62.575879261100134
226,62.0,4.4683,14.9812,9.147,6.4985,32.6581,59.5,0,0,0,1,0,0,0,0,0,1,0,0,62.393166119922846
227,60.0,4.33,16.37,8.6614,6.8446,32.6615,59.5,0,0,0,1,0,0,0,0,0,1,0,0,59.78924651808856
228,67.0,4.5942,17.2199,8.7172,6.111,32.7114,59.5,0,0,0,1,0,0,0,0,0,1,0,0,64.68538906840328
229,64.0,4.6383,16.4498,9.1601,6.3281,32.7196,59.5,0,0,0,1,0,0,0,0,0,1,0,0,65.79289356500787
230,65.0,4.6183,17.0858,9.2585,6.3901,32.7315,59.5,0,0,0,1,0,0,0,0,0,1,0,0,66.67724588968818
231,65.0,4.35,18.2616,8.727,6.5629,32.7639,59.5,0,0,0,1,0,0,0,0,0,1,0,0,63.06518220220626
232,62.0,4.7075,17.2908,9.2159,6.1935,32.7708,59.5,0,0,0,1,0,0,0,0,0,1,0,0,67.79521804815772
233,64.0,4.3433,17.7032,8.6811,6.3959,32.7998,59.5,0,0,0,1,0,0,0,0,0,1,0,0,62.61195312088439
234,67.0,4.5275,16.7345,8.6581,6.0754,32.8043,69.5,0,0,0,0,1,0,0,0,0,0,1,0,65.76462249112829
235,72.0,4.4825,19.5516,9.7343,7.8987,32.8322,69.5,0,0,0,0,1,0,0,0,0,0,1,0,68.97389830742661
237,69.0,4.3783,17.9258,10.4364,7.2999,33.1097,65.5,0,1,0,0,0,0,0,1,0,0,0,0,67.52217625295958
238,64.0,4.6436,15.9038,8.9621,6.5788,33.1543,59.5,0,0,0,1,0,0,0,0,0,1,0,0,64.04403768141869
239,74.0,4.6408,18.1193,9.498,8.1128,33.1804,69.5,0,0,0,0,1,0,0,0,0,0,1,0,67.47332667892917
240,68.0,4.4458,17.1782,10.5873,7.2218,33.2419,65.5,0,1,0,0,0,0,0,1,0,0,0,0,68.11167579540586
241,65.0,4.5408,16.6257,9.0584,6.3504,33.2487,59.5,0,0,0,1,0,0,0,0,0,1,0,0,65.1582155534994
242,67.0,4.5208,17.8122,8.8976,6.5001,33.2589,59.5,0,0,0,1,0,0,0,0,0,1,0,0,65.19426698645226
243,64.0,4.4883,16.9071,8.9436,6.8228,33.2709,59.5,0,0,0,1,0,0,0,0,0,1,0,0,63.42496578999352
244,65.0,4.4958,15.1047,9.2126,6.5627,33.2903,59.5,0,0,0,1,0,0,0,0,0,1,0,0,63.38682244598376
245,66.0,4.875,17.3883,9.2389,6.1865,33.3426,65.5,0,1,0,0,0,0,0,1,0,0,0,0,68.24326978112583
246,64.0,4.14,16.2295,8.7795,6.5742,33.3562,59.5,0,0,0,1,0,0,0,0,0,1,0,0,59.93490690387653
247,68.0,4.5492,18.3441,8.878,6.2835,33.3852,59.5,0,0,0,1,0,0,0,0,0,1,0,0,66.47331084024002
248,67.0,4.2133,16.0808,10.6627,7.2853,33.3989,65.5,0,1,0,0,0,0,0,1,0,0,0,0,65.49074025300838
249,73.0,4.8,15.8043,9.3593,6.1169,33.4262,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.42922248465803
251,66.0,4.2433,16.9137,9.0354,6.9466,33.4433,59.5,0,0,0,1,0,0,0,0,0,1,0,0,61.848506728897256
252,66.0,4.6458,14.4497,9.4029,6.1203,33.5081,59.5,0,0,0,1,0,0,0,0,0,1,0,0,65.82229121039813
253,71.0,4.4782,16.2647,9.5204,6.1533,33.5081,69.5,0,0,0,0,1,0,0,0,0,0,1,0,69.38622752796057
254,62.0,3.7375,15.1355,9.685,7.4248,33.5115,65.5,0,1,0,0,0,0,0,1,0,0,0,0,56.706567587543276
255,71.0,4.6408,16.8437,9.4751,6.0846,33.5218,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.13933371580752
256,77.0,4.7108,17.385,9.4226,6.4904,33.5435,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.13884092475213
257,69.0,4.1767,17.416,10.853,7.215,33.5508,65.5,0,1,0,0,0,0,0,1,0,0,0,0,67.63725178234208
258,74.0,4.5408,17.3037,9.4488,5.9308,33.5714,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.12478321100619
259,70.0,4.0808,17.4946,10.6529,7.6086,33.5798,65.5,0,1,0,0,0,0,0,1,0,0,0,0,65.2863624676492
260,76.0,4.9317,16.8606,9.3963,5.7989,33.6422,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.35088056213912
261,68.0,4.6358,15.6413,9.4226,6.1595,33.66,59.5,0,0,0,1,0,0,0,0,0,1,0,0,67.214889375652
262,69.0,4.37,17.5881,11.1581,7.0152,33.701,65.5,0,1,0,0,0,0,0,1,0,0,0,0,70.83149658701808
263,70.0,4.715,16.9234,9.3438,6.2843,33.7027,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.8727193129667
264,75.0,4.95,17.2407,9.3832,6.195,33.7078,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.17812279775443
266,71.0,4.3508,16.6815,9.5669,5.9057,33.7641,69.5,0,0,0,0,1,0,0,0,0,0,1,0,69.80857625237014
267,74.0,4.6733,18.4508,9.5046,6.337,33.7949,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.86500888650087
268,72.0,4.8825,17.8221,9.3963,5.5933,33.8051,69.5,0,0,0,0,1,0,0,0,0,0,1,0,74.39810174518288
269,32.0,3.3483,7.7741,8.773,3.5933,33.8153,27.5,1,0,0,0,0,0,1,0,0,0,0,0,45.858899665251684
270,71.0,4.7042,15.0856,9.4587,5.8852,33.8209,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.1515613273042
271,75.0,4.81,18.1491,9.3865,5.894,33.8215,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.79115720388138
272,72.0,4.49,15.1465,9.649,5.8188,33.8307,69.5,0,0,0,0,1,0,0,0,0,0,1,0,69.71020842113148
273,73.0,4.7964,18.4972,9.4703,6.0551,33.8526,69.5,0,0,0,0,1,0,0,0,0,0,1,0,74.165552401415
274,68.0,4.3292,16.2736,9.2421,6.3456,33.8921,59.5,0,0,0,1,0,0,0,0,0,1,0,0,64.59706009221536
275,72.0,4.3783,15.2853,9.6194,5.9844,33.8973,69.5,0,0,0,0,1,0,0,0,0,0,1,0,68.65214514824467
276,73.0,4.61,14.7962,9.4915,5.9382,33.9047,69.5,0,0,0,0,1,0,0,0,0,0,1,0,69.2688947710263
277,67.0,4.5933,16.461,9.3766,5.9022,33.9177,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.58918444143943
278,73.0,4.7683,18.2293,9.3045,6.2372,33.9519,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.70561767284651
279,68.0,4.0392,17.2791,10.9285,7.8035,33.9717,65.5,0,1,0,0,0,0,0,1,0,0,0,0,65.59577499894799
280,77.0,4.8675,19.1454,9.0584,6.1612,33.9758,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.2583657398924
281,70.0,4.685,18.2212,9.5013,6.2574,34.0065,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.028652055983
282,72.0,4.5142,16.9683,9.1109,5.9806,34.0082,69.5,0,0,0,0,1,0,0,0,0,0,1,0,69.24195404697983
283,74.0,4.8683,17.5579,9.4882,5.5253,34.0133,69.5,0,0,0,0,1,0,0,0,0,0,1,0,74.68274823044264
284,73.0,4.8209,17.8975,9.3951,6.0529,34.0257,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.54471975932722
285,66.0,4.3833,17.7608,9.4751,6.4453,34.027,69.5,0,0,0,0,1,0,0,0,0,0,1,0,69.8450362540157
286,71.0,4.6075,17.7681,9.5407,6.0515,34.0321,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.62163650485434
287,75.0,4.7292,18.0764,9.4554,5.8962,34.0388,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.65350505714592
288,73.0,4.74,17.3115,9.2487,6.0673,34.0406,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.70967330996262
289,73.0,4.6,18.1475,9.5965,6.0154,34.0462,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.2671226532293
290,72.0,4.5883,16.7523,9.4882,6.0693,34.0492,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.16497736596183
291,71.0,4.7558,16.5708,9.2815,6.1477,34.0492,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.02614542877801
292,71.0,4.5025,16.8166,9.5768,6.2165,34.0509,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.7223763186699
293,72.0,4.5692,18.2161,9.0322,6.3392,34.0645,69.5,0,0,0,0,1,0,0,0,0,0,1,0,69.87117032620714
294,71.0,4.5182,18.6806,9.549,6.3372,34.076,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.39738153960924
295,69.0,4.4358,17.4521,9.6293,6.31,34.0816,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.9699654891384
296,72.0,4.4,16.4139,9.2684,6.3933,34.0833,69.5,0,0,0,0,1,0,0,0,0,0,1,0,67.68889661559652
297,70.0,4.6383,18.1703,9.147,6.6053,34.0833,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.29092334544595
298,73.0,4.7458,19.108,9.3012,6.1605,34.0867,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.63098501249532
299,72.0,4.7309,19.1452,9.1231,6.5499,34.0872,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.94273145648206
300,75.0,4.5883,22.1286,9.708,7.9781,34.0918,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.55922488412521
301,71.0,4.7683,15.5564,9.1765,6.4982,34.0939,69.5,0,0,0,0,1,0,0,0,0,0,1,0,68.73489937825192
302,75.0,4.6333,18.2627,9.0289,6.54,34.0965,69.5,0,0,0,0,1,0,0,0,0,0,1,0,69.94184240921841
303,73.0,4.67,16.2598,9.6206,5.7395,34.1021,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.41539567124536
304,73.0,4.6675,17.0762,9.2979,5.9247,34.1055,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.50635195763802
305,74.0,4.7264,17.9857,9.4596,6.2066,34.1058,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.06648900029276
306,72.0,4.7467,17.233,9.5341,5.3487,34.1123,69.5,0,0,0,0,1,0,0,0,0,0,1,0,74.06457932147583
307,71.0,4.4645,16.9772,9.6779,6.0599,34.1144,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.4352291003797
308,73.0,4.7058,19.3783,9.2913,6.2192,34.1157,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.47798642071638
309,75.0,4.7167,18.1948,9.5013,5.9369,34.1243,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.88548753360406
310,70.0,3.8667,16.5769,10.8891,8.2647,34.126,65.5,0,1,0,0,0,0,0,1,0,0,0,0,62.56036738962592
311,70.0,4.4692,17.2067,9.5472,6.2351,34.1277,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.78099391943668
312,71.0,4.8592,18.6936,9.0617,6.0275,34.1311,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.15345237266422
313,73.0,4.6083,20.115,9.019,6.9315,34.1379,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.6671566189778
314,70.0,4.5267,18.1181,9.1634,6.1679,34.1412,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.51435580319388
315,74.0,4.5392,18.0599,9.2782,6.0645,34.1448,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.29519529548625
316,74.0,4.45,17.1235,9.1404,5.8719,34.1482,69.5,0,0,0,0,1,0,0,0,0,0,1,0,69.40525042642811
317,72.0,4.5592,17.5108,9.4882,6.1205,34.1567,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.74314534955053
318,74.0,4.7382,18.6612,9.0694,6.1674,34.1579,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.1166873736843
319,72.0,4.6258,16.5157,9.3668,6.2696,34.1601,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.28154455218598
321,71.0,4.6058,16.0842,9.2979,5.8666,34.1721,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.15819446049183
322,70.0,4.9067,17.5568,11.1188,7.5231,34.1721,65.5,0,1,0,0,0,0,0,1,0,0,0,0,73.4866114161523
323,70.0,4.58,17.3108,9.3898,6.1677,34.1728,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.14767583913779
324,68.0,4.5608,16.233,9.6096,6.0259,34.1738,59.5,0,0,0,1,0,0,0,0,0,1,0,0,68.8579707797713
325,71.0,4.8225,18.113,9.4849,6.1609,34.1789,69.5,0,0,0,0,1,0,0,0,0,0,1,0,74.09600558989887
326,75.0,4.7308,18.6298,9.5571,6.1283,34.1857,69.5,0,0,0,0,1,0,0,0,0,0,1,0,74.36178471638347
327,72.0,4.5608,17.7474,9.2257,6.3043,34.1874,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.41988131908965
328,72.0,4.3392,16.7685,9.2717,6.2632,34.1943,69.5,0,0,0,0,1,0,0,0,0,0,1,0,68.02408186395787
329,74.0,4.4608,16.892,9.2815,6.4329,34.1943,69.5,0,0,0,0,1,0,0,0,0,0,1,0,68.73863250944011
330,71.0,4.945,19.4887,9.4948,6.0734,34.196,69.5,0,0,0,0,1,0,0,0,0,0,1,0,76.33425626365784
331,80.0,4.7442,16.3004,9.5702,5.3104,34.2062,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.37566258708112
332,28.0,3.5142,7.6736,8.645,3.0146,34.2079,27.5,1,0,0,0,0,0,1,0,0,0,0,0,48.22681233207545
333,75.0,4.5458,16.1253,9.2159,6.0016,34.2079,69.5,0,0,0,0,1,0,0,0,0,0,1,0,69.15284546249102
334,73.0,4.8067,18.2861,9.393,6.2442,34.2096,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.61232031883247
335,72.0,5.0075,17.0389,9.2684,5.9712,34.213,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.58243433368244
336,74.0,4.7167,18.832,9.2585,6.1968,34.213,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.0060191629368
337,71.0,4.4875,16.0781,9.4751,6.2196,34.213,69.5,0,0,0,0,1,0,0,0,0,0,1,0,69.44171660668539
338,72.0,4.8583,18.4904,9.498,6.0928,34.2181,69.5,0,0,0,0,1,0,0,0,0,0,1,0,74.89763145058916
339,72.0,4.5675,15.1108,8.9633,6.1427,34.2216,69.5,0,0,0,0,1,0,0,0,0,0,1,0,66.63328879173449
340,71.0,4.7392,17.1067,9.0781,5.9539,34.225,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.03582876973609
341,71.0,4.4725,14.3586,9.3143,6.2902,34.225,69.5,0,0,0,0,1,0,0,0,0,0,1,0,66.40651191855753
342,71.0,4.4933,17.9274,9.6654,6.3353,34.2284,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.1082384229842
343,74.0,4.5408,18.1933,9.0158,6.4158,34.2284,69.5,0,0,0,0,1,0,0,0,0,0,1,0,69.5167195077261
344,71.0,4.6933,15.5148,9.5866,5.8393,34.2318,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.53477101980957
345,70.0,4.5745,17.1572,9.5741,6.0643,34.2324,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.03771158070691
346,73.0,4.7075,19.6106,9.6588,6.3364,34.2335,69.5,0,0,0,0,1,0,0,0,0,0,1,0,75.18989785189892
347,71.0,4.5775,18.4369,9.4259,6.0693,34.2352,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.68012217077926
348,71.0,4.74,18.0628,9.3307,6.0641,34.2369,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.01286301792538
349,72.0,4.5658,18.5715,9.2192,6.3277,34.2399,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.26155453268701
350,72.0,4.7117,18.692,9.0158,6.3448,34.242,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.41404760252807
351,71.0,4.8745,18.6018,9.4166,5.939,34.2455,69.5,0,0,0,0,1,0,0,0,0,0,1,0,75.0120888809861
352,70.0,4.6967,17.7847,9.4948,6.3968,34.2472,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.54027485401814
353,71.0,4.64,17.2196,9.4882,6.4059,34.2492,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.4951747072975
354,72.0,4.7758,17.1803,10.9252,7.5491,34.2529,65.5,0,1,0,0,0,0,0,1,0,0,0,0,71.5718121626568
355,72.0,4.7242,17.541,9.3438,6.4139,34.2557,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.74819987361019
356,70.0,4.5867,17.4069,11.0532,7.4051,34.2566,65.5,0,1,0,0,0,0,0,1,0,0,0,0,71.27479711541467
357,74.0,4.9117,18.0939,9.6293,6.0191,34.2574,69.5,0,0,0,0,1,0,0,0,0,0,1,0,75.58370679001754
358,71.0,4.855,18.0824,9.3832,5.9846,34.2591,69.5,0,0,0,0,1,0,0,0,0,0,1,0,74.18584354120073
359,71.0,4.9633,19.2523,9.3438,5.9951,34.2608,69.5,0,0,0,0,1,0,0,0,0,0,1,0,75.75150568515981
360,73.0,4.5173,18.0563,9.1482,6.4233,34.2641,69.5,0,0,0,0,1,0,0,0,0,0,1,0,69.84889933010909
361,72.0,4.9342,17.1633,9.6424,6.1333,34.2659,69.5,0,0,0,0,1,0,0,0,0,0,1,0,74.6875790960844
362,73.0,4.7355,19.4217,9.2878,6.8704,34.2659,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.41812161283084
363,68.0,4.3692,17.3238,9.6916,5.9442,34.2676,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.48888852361357
364,71.0,4.5533,17.5311,9.6326,5.8952,34.2694,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.8605460588354
365,73.0,4.6967,17.5285,9.6654,5.9987,34.2694,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.81709539332472
366,73.0,4.6042,17.5086,9.6358,6.1091,34.2711,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.83242703099107
367,74.0,4.8255,19.1483,9.184,6.6147,34.2728,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.88460510867027
368,71.0,4.7583,18.2786,9.4095,6.4176,34.2745,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.0539765445917
369,69.0,4.5508,17.4496,9.626,6.4298,34.2745,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.69133542697341
370,70.0,4.4042,16.2835,9.2946,6.5117,34.2745,69.5,0,0,0,0,1,0,0,0,0,0,1,0,67.56872243155877
371,69.0,4.62,17.1391,9.1804,6.2545,34.2753,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.157225123802
372,70.0,4.4517,16.1737,9.4751,6.4764,34.2779,69.5,0,0,0,0,1,0,0,0,0,0,1,0,68.7516442392466
373,73.0,4.6742,18.6396,9.5899,6.0619,34.2796,69.5,0,0,0,0,1,0,0,0,0,0,1,0,74.31677882922624
374,72.0,4.6492,18.1698,9.2159,6.1799,34.2808,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.7729914644853
375,74.0,4.5242,16.6033,9.3307,5.8044,34.2846,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.50230729031246
376,74.0,4.7517,18.1046,9.5965,5.5936,34.2847,69.5,0,0,0,0,1,0,0,0,0,0,1,0,75.03579606571412
377,72.0,4.8333,15.2842,9.4751,6.3427,34.2864,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.784157493742
378,72.0,4.6155,17.3946,9.1732,6.5592,34.2864,69.5,0,0,0,0,1,0,0,0,0,0,1,0,69.6925833784153
379,76.0,4.755,16.9523,9.5637,6.0029,34.2898,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.18121329465093
380,70.0,4.535,17.5994,9.0125,6.7278,34.2898,69.5,0,0,0,0,1,0,0,0,0,0,1,0,68.14057328442378
381,72.0,4.7591,18.9761,9.5276,5.8544,34.2901,69.5,0,0,0,0,1,0,0,0,0,0,1,0,75.25117646673719
382,72.0,4.4717,17.1929,9.5472,6.4865,34.2915,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.35587226477475
383,71.0,4.62,18.3958,9.6063,6.0919,34.292,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.74123065845869
384,74.0,4.665,19.3553,9.7146,5.3518,34.2932,69.5,0,0,0,0,1,0,0,0,0,0,1,0,76.29142044855003
385,72.0,4.61,16.6652,9.5472,6.0171,34.2932,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.77887579924243
386,73.0,4.4958,17.006,9.544,6.2074,34.295,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.93503542474767
387,68.0,4.2583,14.4886,9.7014,6.4779,34.295,69.5,0,0,0,0,1,0,0,0,0,0,1,0,66.3935156094032
388,77.0,4.6558,17.1233,9.4521,6.1874,34.3018,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.83559097397196
389,70.0,4.8033,18.5365,9.2389,6.6871,34.3018,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.25624138396304
390,74.0,4.6742,17.4793,9.1831,5.6517,34.3035,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.04905965142581
391,72.0,4.775,18.0797,9.5505,6.1863,34.3069,69.5,0,0,0,0,1,0,0,0,0,0,1,0,74.08898629938366
392,74.0,4.6392,17.4372,9.5669,6.3977,34.3069,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.14412181710937
393,70.0,4.495,17.3296,9.6621,6.0669,34.3103,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.09284053343407
394,71.0,4.6917,17.7297,9.1831,6.1375,34.3154,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.57545024406802
395,72.0,4.4217,17.5712,9.1798,6.378,34.3171,69.5,0,0,0,0,1,0,0,0,0,0,1,0,68.91586005588407
396,72.0,4.8033,17.367,9.2979,6.1461,34.3189,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.48976024259994
397,72.0,4.7245,17.4458,9.1374,6.0883,34.3199,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.3897035986886
398,75.0,4.8867,18.4686,9.5144,5.9854,34.3206,69.5,0,0,0,0,1,0,0,0,0,0,1,0,75.37913837337491
399,71.0,4.7483,18.4131,9.2421,6.3671,34.324,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.48164989657536
400,71.0,4.6442,18.0014,9.6194,6.4622,34.3257,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.87462327737691
401,73.0,4.5692,17.9694,9.5538,6.8429,34.3386,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.12171773808991
402,71.0,4.77,17.0992,9.3602,6.2164,34.3393,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.14921959625602
403,72.0,4.6433,18.0471,9.1864,6.3118,34.341,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.24079678426413
404,70.0,4.4817,16.4578,9.6916,5.8055,34.3513,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.70956182760322
405,73.0,4.7333,17.7993,9.6686,5.8089,34.3513,69.5,0,0,0,0,1,0,0,0,0,0,1,0,74.69813291279144
406,71.0,4.6217,17.9604,9.5702,6.4594,34.3513,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.4758496105737
407,70.0,4.6658,17.2815,9.311,6.3831,34.3564,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.04689051221699
408,72.0,4.6858,17.3187,9.1404,6.4262,34.3564,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.31749593191654
409,72.0,4.8717,18.5518,9.229,6.2655,34.3572,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.61539702235372
410,71.0,4.6692,16.3927,9.5177,5.9276,34.3581,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.97495738743936
411,71.0,4.7867,14.95,9.6424,5.7737,34.3598,69.5,0,0,0,0,1,0,0,0,0,0,1,0,71.967395603645
412,71.0,4.6025,18.5232,9.6686,6.2703,34.3622,69.5,0,0,0,0,1,0,0,0,0,0,1,0,73.73266807868083
413,71.0,4.5967,17.498,9.2717,6.3369,34.3622,69.5,0,0,0,0,1,0,0,0,0,0,1,0,70.69977865575702
414,70.0,4.5433,18.32,9.4652,6.0061,34.3666,69.5,0,0,0,0,1,0,0,0,0,0,1,0,72.71502614023666
