,rct,tsi,stfi,caliper,moisture,basisweight,cull,prediction
3,123.0,-1.4206141478885703,-2.6656018468222276,-5.518941991702677,-0.3306819243489824,-5.572066154510415,,
179,,0.09905642867931014,-0.10050671839212584,0.07813889754967882,-0.5182916931095487,0.01869510921492727,,
206,,0.05798425093422952,-1.2221923847225775,-0.28113318655773667,0.0445376131721513,0.04143498652235176,,
234,,0.05798425093422952,0.009632959438770914,0.191593239899388,-0.42448680872926614,0.052263499525886575,,
276,,1.618727005247187,0.29657580431400327,0.14432059725367485,-0.27707913327453476,0.06958912033154366,,
294,,0.7151390948554756,-0.604830506354654,0.16322965431196113,-0.7595042529445638,0.07716907943401849,,
314,,0.18120078416946406,-1.4917447541508255,-0.366223943320019,-0.14307215558841616,0.0825833359357859,,
319,,0.591922561620241,0.4125123072938945,0.08759342607882112,-0.7997063462503986,0.08474903853649332,,
327,,1.0437165168160987,0.2270139025260677,0.2010477684285303,-0.94711402170513,0.08583188983684666,,
329,,-0.31166534877147045,0.19223295163210097,0.24832041107424344,0.4867606395363443,0.08691474113719998,,
341,,0.26334513965962164,0.012531372013268658,0.45632003871537724,-0.7059014618701162,0.0890804437379074,,
349,,0.6740669171103986,-2.5032907426503797,-0.3000422436160213,-0.2636784355059231,0.09016329503826073,,
372,,0.8794278058357871,0.6849630892966402,-0.054224501858316634,-0.746103555175951,0.09666040284038223,,
376,,-0.5991705929870129,-0.028046404029693574,0.3995928675405235,-0.2368770399686987,0.09666040284038223,,
398,,0.38656167289485255,0.2936773917395055,0.14432059725367485,0.15174319532104663,0.10424036194285706,,
416,,0.5097782061300871,0.4704805587838411,0.24832041107424344,-0.34408262211759405,0.11073746974497779,,
421,,-0.14737663779115895,0.09658533667368983,0.267229468132528,-0.06266796897674405,0.11290317234568523,,
443,,-0.14737663779115895,-0.36426226267137934,0.35232022489481035,-0.21007564443147544,0.11831742884745262,,
448,,0.550850383875164,0.8240868928725102,0.3712292819530949,0.0445376131721513,0.11940028014780672,,
453,,1.7419435384824216,0.4849726216563267,-0.08258808744574352,-0.04926727120813243,0.12048313144816006,,
515,,-0.06523228230100138,0.6501821384026724,-0.15822431567888354,0.08473970647798616,0.14105730615487713,,
523,,-0.02416010455592441,0.6530805509771701,0.32395663930738344,0.43315784846189664,0.14214015745523123,,
584,,-0.434881882006705,0.3487472306549544,0.4752290957736635,0.4867606395363443,0.16271433216194828,,
605,,-0.14737663779115895,0.2936773917395055,-0.11095167303317206,-0.3172812265803708,0.1692114399640698,,
616,,0.18120078416946406,0.2357091402495599,0.16322965431196113,-0.5316923908781614,0.17137714256477646,,
617,,-0.1884488155362359,0.34584881808045664,0.267229468132528,-0.29047983104314634,0.17137714256477646,,
618,,-0.02416010455592441,-0.1642717950310659,0.3145021107782412,-0.12967145781980333,0.17245999386512978,,
669,,0.7562112726005525,-0.6164241566526428,0.4185019245988081,-0.42448680872926614,0.19411701987220095,,
720,,-2.940284724456451,-0.6077289189291517,0.21050229695767259,0.540363430610792,0.22227115368139283,,
763,,-1.6670472143590396,0.15745200073813317,0.36177475342395266,0.3393529640816129,0.26883375959659517,,
767,,-2.0777689918098163,-0.03384322917868803,0.2955930537199549,0.24554807970132916,0.27533086739871665,,
776,,-1.7081193921041165,0.4241059575918844,-0.006951859212603491,0.17854459085826987,0.28399367780154483,,
804,,0.6740669171103986,-0.04833529205117469,0.35232022489481035,0.2857501730071652,0.5352151794835668,,
827,,0.920499983580864,3.3370105949616615,0.34286569636566805,5.190405556319123,1.0040897925366508,,
